id,product_text,retailer,category
13587,KKRO TOASTER TREAT,Kroger,breakfast & cereal
13588,RHTGFCCHK BRST,Kroger,"meat, seafood, & poultry"
13589,ALTOIDS SMLS PRMNTPC,Kroger,candy & gum
13590,GIVE CUPCAKE,Kroger,bakery
13591,GDTBL PANKO PPC,Kroger,baking
13592,OSCMBOLOGNAA,Kroger,deli
13593,TUNA C,Kroger,canned goods & soups
13594,CHO LOOBLUEBERRY,Kroger,dairy
13595,R FRC CONDITNR,Kroger,beauty & grooming
13596,OUNCE,Kroger,household essentials
13597,DISCOUNT NOT AVAILABLLE IN,Kroger,not an item
13598,PUB UNSLTDDR PNUT,Publix,produce
13599,EMPLYEE DISC,Kroger,not an item
13600,DM NS GR BEAN,Kroger,canned goods & soups
13601,WT ONIIONS WHHITE,Kroger,produce
13602,NTHN BF FRNK PPC,Kroger,"meat, seafood, & poultry"
13603,WT ONIONS SWEEET,Kroger,produce
13604,DEBITPURCHAE,Publix,not an item
13605,WT APPLE FUJI URO LG,Publix,produce
13606,COLLEGE INN LS CK,Kroger,canned goods & soups
13607,DSNY GUMMIES PPC,Kroger,health & wellness
13608,KKRO POTATO PPC,Kroger,produce
13609,EMPLOYEDISC,Kroger,not an item
13610,PROMOTION 1,Publix,not an item
13611,YORK,Kroger,candy & gum
13612,BANQ CHCKN NUGGETSPC,Kroger,frozen foods
13613,KRO YOGJT,Kroger,dairy
13614,GER 0J,Kroger,baby & kids
13615,DEBIT Q,Kroger,not an item
13616,APPARELAND SEASONAL,Kroger,not an item
13617,STOMUSHROOM SLCD,Kroger,produce
13618,DOLESQ FRTPOUCHH,Publix,canned goods & soups
13619,EVERYTHING BGL 4CT,Safeway,bakery
13620,DDOLE FRUIT,Kroger,canned goods & soups
13621,DDEBLTT,Kroger,not an item
13622,DGR DOG F00D,Kroger,pets
13623,Y FAB SFT,Kroger,household essentials
13624,ST MANZ OLIVES,Publix,"condiments, sauces & seasonings"
13625,CCAASHH,Kroger,not an item
13626,DEBIT PUBALANCE,Publix,not an item
13627,BRHD PIC PRO,Kroger,bakery
13628,NAB WHEATTTRISCUIT,Kroger,"snacks, cookies, & chips"
13629,NADA DRY,Kroger,beverages
13630,PUBLIX TORTELLINI,Publix,grains & pasta
13631,KOGR SWINS,Kroger,not an item
13632,PR ZEST FB SHWR GEL,Kroger,beauty & grooming
13633,SIFT FRUIT STRP,Kroger,"snacks, cookies, & chips"
13634,CHS JELLY,Kroger,"condiments, sauces & seasonings"
13635,KRO FRUITBBOWL,Kroger,canned goods & soups
13636,CPRI SN JUICE DRNKPC,Kroger,beverages
13637,DDRINK MIX,Publix,beverages
13638,ZUCCH,Kroger,produce
13639,L TKY BRS,Kroger,deli
13640,M LNCHALE,Kroger,"snacks, cookies, & chips"
13641,BUITONI TORTELLONI,Publix,grains & pasta
13642,PPOMP XV OLIVE OIL,Publix,baking
13643,KKRO FLOSSER,Kroger,health & wellness
13644,WT SQASH YLW,Kroger,produce
13645,WTT GRAPES BLACK,Publix,produce
13646,WT TOMATOES ROMAVL,Kroger,produce
13647,STARBUCK COFFEE PPC,Kroger,beverages
13648,GVLA COFFEE PPC,Kroger,beverages
13649,PBX SALD TRKY CLUB,Publix,"meat, seafood, & poultry"
13650,MRKT CB HASH,Kroger,canned goods & soups
13651,BBEEFCGRIINDS,Kroger,canned goods & soups
13652,RO CARBMSTR YOGRT,Kroger,dairy
13653,PLATES PPC,Kroger,household essentials
13654,RKRAFTMAC,Kroger,grains & pasta
13655,SIG CHICKEN THIGHS,Safeway,"meat, seafood, & poultry"
13656,GGRN MTN KCUP,Publix,beverages
13657,KRO SGR CONE,Kroger,bakery
13658,2 FOR 153,Publix,not an item
13659,0M DFHONEY HAM,Publix,deli
13660,ELMONTEREYBRKFST,Kroger,frozen foods
13661,CBADBEEFARONI,Kroger,canned goods & soups
13662,KRGRSAVINGS,Kroger,not an item
13663,LATES,Kroger,household essentials
13664,KRO PEPPERS PPC,Kroger,produce
13665,SAVE LUP T0,Kroger,not an item
13666,W TEN ROOTBEER,Kroger,beverages
13667,RITZ STACKS BACON,Publix,"snacks, cookies, & chips"
13668,TYSN CHICKEN STRIPPC,Kroger,frozen foods
13669,BBOCABBURGER,Publix,frozen foods
13670,PFRM BUNS PPC,Kroger,bakery
13671,RD SUMERFUEL2X PTS,Kroger,not an item
13672,WATER 24PK PPC,Kroger,beverages
13673,BKRY SB BUNS,Kroger,bakery
13674,KKRO DICED HAM,Kroger,deli
13675,KRO SPRK WIR,Kroger,beverages
13676,LLIIMIIT ONE 50 FUEL PTBONUS PER 7,Kroger,not an item
13677,PBX ROTIS CHKN PCK,Kroger,frozen foods
13678,R TOMATOES,Kroger,produce
13679,BBEEFCCUBED STEAK,Kroger,"meat, seafood, & poultry"
13680,GENERIC DONATION,Publix,not an item
13681,369,Publix,not an item
13682,RUSL DIP,Publix,"snacks, cookies, & chips"
13683,OMMALLOWS,Kroger,baking
13684,MARTHA WHT CRNBRD,Kroger,baking
13685,TURKEY HILL LMNADEPC,Kroger,beverages
13686,GRNR WB HNY COND,Kroger,beauty & grooming
13687,183 LB,Kroger,not an item
13688,0 M BOLOGNA,Kroger,deli
13689,OSCM RSTBEEF,Kroger,deli
13690,HOST PWDR DNUT,Publix,"snacks, cookies, & chips"
13691,INFUSIUM NRMDRY,Publix,beauty & grooming
13692,G K DIET PPC,Kroger,beverages
13693,ONE PURCHHASE 0F UP T0,Kroger,not an item
13694,PK RIBLETS,Kroger,"meat, seafood, & poultry"
13695,SC KOGER SVINGS,Kroger,not an item
13696,WTRCHSN,Kroger,canned goods & soups
13697,CAMPSPAG WFRANKS,Publix,canned goods & soups
13698,PARTICIPATIN ITEMS,Kroger,not an item
13699,NBSC CHDDR CRKR,Kroger,"snacks, cookies, & chips"
13700,SC KROGER BEANS,Publix,canned goods & soups
13701,GHETTI,Publix,grains & pasta
13702,ALPO VARIETY SNAPS,Publix,pets
13703,ZTRN JMBLYA,Publix,grains & pasta
13704,PARTIICIPATIING SHELLS 0N,Kroger,not an item
13705,DEBIT 26,Kroger,not an item
13706,STFR TNA CAS,Kroger,frozen foods
13707,LIMITONE 50 FUEELPT BONUS PER 7,Kroger,not an item
13708,DATE 00F,Kroger,pets
13709,SAVED,Kroger,not an item
13710,SENECA APPLEEJUICE,Publix,beverages
13711,ODA,Kroger,beverages
13712,PAGODA POTSTICKERSPC,Kroger,frozen foods
13713,KKROGER SANDWCH BAGPC,Kroger,household essentials
13714,MUSHROM,Kroger,produce
13715,WT CELERY STICKS,Safeway,produce
13716,MBOLOGNA,Kroger,deli
13717,PPROG BEEFBROTHH,Publix,canned goods & soups
13718,RTS BABY,Kroger,baby & kids
13719,PAMPERS SENS WIPES,Publix,baby & kids
13720,PPBX DELI PROVOLONE,Publix,dairy
13721,KRO PRENATAL VITMNPC,Kroger,health & wellness
13722,FEE SFTDK SNGL FS,Kroger,beverages
13723,GORTONS,Kroger,frozen foods
13724,POSTCCOCOA PEBBLESPC,Kroger,breakfast & cereal
13725,BBRY POM CHAI BAR,Kroger,"snacks, cookies, & chips"
13726,LINITONE 50 FUELPT BONUS PER 7,Kroger,not an item
13727,LLEEKS,Publix,produce
13728,DLE DCD PEARS 100,Publix,canned goods & soups
13729,EMRLD ALMONDS,Kroger,produce
13730,BBUSHBESTRED BEAN,Publix,canned goods & soups
13731,HMLCORN BEEFHASHH,Publix,canned goods & soups
13732,GNGTGREEN BEANS,Kroger,canned goods & soups
13733,FUEL PUINTS THIS ORDER,Kroger,not an item
13734,UNCLEEBENS RICE,Publix,grains & pasta
13735,TANG DRINK MIX,Kroger,beverages
13736,WHLY GUACAML GF,Kroger,"snacks, cookies, & chips"
13737,TTWO VALLID FORMS,Kroger,not an item
13738,POMP XV OLIVE OIL,Kroger,baking
13739,KROGER FRNCH TOAST,Kroger,frozen foods
13740,THOMAS HNY WHTBGL,Publix,bakery
13741,K THN BAR,Kroger,"snacks, cookies, & chips"
13742,NO PIZZA,Kroger,frozen foods
13743,PIZZA CRUSTMX,Kroger,bakery
13744,1 2 FOR 166,Publix,not an item
13745,BBLSTX LIP BALM,Kroger,health & wellness
13746,WALNUTS SHELLED,Kroger,produce
13747,WT GREEN BEANS,Kroger,produce
13748,RADIISHES,Kroger,produce
13749,SC KRGER SWINGS,Kroger,not an item
13750,PLOYEE DISC,Publix,not an item
13751,CCNT WTR,Kroger,beverages
13752,MARLBORO CIG,Kroger,cigarettes & tobacco
13753,ALTOID PEPPERMINT,Publix,candy & gum
13754,KRO FLOUR PPC,Kroger,baking
13755,I WATER,Kroger,beverages
13756,OSC MYR P3 PPC,Kroger,"snacks, cookies, & chips"
13757,CHS C,Kroger,dairy
13758,KKRO OLIVE OIL PPC,Kroger,baking
13759,KFTCCUPS ORIGINAL,Kroger,grains & pasta
13760,CBY JCK,Kroger,dairy
13761,PX AU JUS GRAVY MX,Publix,"condiments, sauces & seasonings"
13762,EEFFECTIVE AUGUSTT23,Kroger,not an item
13763,NESTLE BARS,Kroger,candy & gum
13764,RONZONITRIO ITALN,Publix,grains & pasta
13765,TBONE STEAK PPC,Kroger,"meat, seafood, & poultry"
13766,CMFRTS BABY WASH,Kroger,baby & kids
13767,KLAID DRNK MX,Publix,beverages
13768,WTT APL PAC ROSE,Kroger,produce
13769,KROER SVING,Kroger,not an item
13770,PUB GRK MNGPMGRT,Publix,dairy
13771,PITA CHIPS,Kroger,"snacks, cookies, & chips"
13772,BBLDM ALMNDMMILK,Kroger,dairy
13773,KR GREEN BEAN,Kroger,canned goods & soups
13774,LTDB NUTTYBBAR,Kroger,"snacks, cookies, & chips"
13775,0RE0 THINS MINT,Kroger,"snacks, cookies, & chips"
13776,HEINZ GRAVY PPC,Kroger,"condiments, sauces & seasonings"
13777,SIG FARMS MSHRM SL,Kroger,canned goods & soups
13778,AHOAN APLWD SMKD,Kroger,"meat, seafood, & poultry"
13779,MICH ATH CKN RICE,Kroger,frozen foods
13780,SANDRAS BRIEAPPLE,Publix,bakery
13781,R PEARS,Kroger,produce
13782,NTM DONUTS,Kroger,"snacks, cookies, & chips"
13783,CHICKEN GIZZARDS,Publix,"meat, seafood, & poultry"
13784,1G 2 FOR 700,Publix,not an item
13785,POTATOES RED PPC,Kroger,produce
13786,ORGANIC BLUEBERRY,Kroger,produce
13787,LIQ PUMP,Publix,beauty & grooming
13788,PRNI FETTUCCINE AL,Publix,grains & pasta
13789,C0M00ELLS SOUP,Kroger,canned goods & soups
13790,KRFT MIRACLE,Kroger,"condiments, sauces & seasonings"
13791,GM CINN TSTCCRNCHH,Kroger,breakfast & cereal
13792,KRO ALCOHOL,Kroger,health & wellness
13793,KRO TOOTHPCK,Kroger,health & wellness
13794,GLIVES DAILY ESNTL,Publix,pets
13795,HTGFCHK THG BI VP,Kroger,"meat, seafood, & poultry"
13796,PBX ALL NTL ITALN,Publix,"condiments, sauces & seasonings"
13797,LIIMITTONE 50 FUEL PT BONUS PER 7,Publix,not an item
13798,WT RUTABAGAS,Kroger,canned goods & soups
13799,AVNO SHV GEL,Kroger,beauty & grooming
13800,3150 EAST HIGHWAY,Kroger,not an item
13801,RED ORG,Kroger,produce
13802,ACTMOUTHWASH,Kroger,health & wellness
13803,WT SQUASH BTRNT,Publix,produce
13804,KRO CHKN STIR FRY,Kroger,frozen foods
13805,NMX,Kroger,dairy
13806,PARTICIPATING ITEMS K,Kroger,not an item
13807,KRO ITL STYL MTBLS,Kroger,frozen foods
13808,FFECTIVE AUGUST 23,Kroger,not an item
13809,PERDUE MARI BREAST,Kroger,"meat, seafood, & poultry"
13810,CRAYONS,Kroger,craft supplies
13811,GURTT,Kroger,dairy
13812,6 2 FOR 500,Publix,not an item
13813,LLNFGRK PEACHH,Publix,dairy
13814,CBADMMINIBFRVLI,Kroger,canned goods & soups
13815,1 0 FOR 1000,Kroger,not an item
13816,CHICHI MILD SALSA,Publix,"snacks, cookies, & chips"
13817,EEOOS PUFFS,Kroger,household essentials
13818,YOUR CASHERWAS CHEC,Kroger,not an item
13819,COLE GRLCBRD,Kroger,bakery
13820,RSL HNY HAM GNG,Kroger,deli
13821,TWO VALIDFORMS,Kroger,not an item
13822,GOODY BRUSH,Kroger,beauty & grooming
13823,CARN RTD CHOC,Kroger,beverages
13824,STARKISTCK LTTTUN,Publix,canned goods & soups
13825,WTT APL FUJI ORG,Kroger,produce
13826,SAN SEBASTIAN RED,Publix,wine
13827,PBX DELI GOAT LOG,Publix,deli
13828,NWMN SAUCE PPC,Kroger,"condiments, sauces & seasonings"
13829,WBRY ORG,Kroger,produce
13830,BBEEFPATTY,Kroger,"meat, seafood, & poultry"
13831,FARM RICH WINGS,Kroger,frozen foods
13832,PLCKRS FLSSR,Kroger,health & wellness
13833,NNAB PREM SALTINES,Publix,"snacks, cookies, & chips"
13834,JAZZ,Kroger,produce
13835,WELCH FRT SNACKS,Kroger,"snacks, cookies, & chips"
13836,S KOER,Kroger,dairy
13837,PARTICIPATING ITEMS T,Kroger,not an item
13838,DLEDCD PEARS 100,Publix,canned goods & soups
13839,PSST INEGAR,Kroger,"condiments, sauces & seasonings"
13840,RGNTO CHEESE PPC,Kroger,dairy
13841,SC KKROGER SFVINGS,Kroger,not an item
13842,P0LLY0 2 STRCHS,Publix,dairy
13843,FORR ONE 0F 1100,Kroger,not an item
13844,RD SUMMER FUE122X PTS,Kroger,not an item
13845,KKRO GRDBBEEF,Kroger,"meat, seafood, & poultry"
13846,HALLS COUGHDROP,Kroger,health & wellness
13847,JIM DANDY GRITS,Kroger,breakfast & cereal
13848,GADE FRST ARC BLZ,Publix,household essentials
13849,EBTT,Kroger,not an item
13850,MED SHRIMPVPLATTER,Publix,"meat, seafood, & poultry"
13851,PPGPR CH BRST,Kroger,frozen foods
13852,PARTICCIPATING SHELLS 0N,Publix,not an item
13853,HRB ES BODY WASH,Kroger,beauty & grooming
13854,SNACK PACK PUDDINGPO,Kroger,"snacks, cookies, & chips"
13855,CRIPPS PINK,Kroger,produce
13856,I CKN,Kroger,"meat, seafood, & poultry"
13857,SHRIMP RAW PD,Kroger,"meat, seafood, & poultry"
13858,BA5ANCE,Safeway,not an item
13859,KAUK CHSBLL,Kroger,dairy
13860,RENUZITTTAHITN BRZ,Publix,household essentials
13861,PUBLIX WHPD CRM LT,Kroger,dairy
13862,ALWYS DISC LNR LNG,Publix,health & wellness
13863,PUB RS KIDNEYBEAN,Publix,canned goods & soups
13864,CAMPCCRM 0F CHICK,Publix,canned goods & soups
13865,LNFGRK 4PK STRWBY,Publix,dairy
13866,CAT 00D,Kroger,pets
13867,PPR RNGS MINI SWT,Publix,produce
13868,MR POSTAGE STAMPS NP,Kroger,household essentials
13869,WT APPLE GRAN SMEU,Kroger,produce
13870,DOVEEBODY WASHH,Kroger,beauty & grooming
13871,JHNS BRKFSTLNKS PPC,Kroger,"meat, seafood, & poultry"
13872,0M LABL TRKYCHDR,Publix,"snacks, cookies, & chips"
13873,COLGTTTRIP ACTTTP,Kroger,health & wellness
13874,22-Sep,Kroger,dairy
13875,NBSC WHEAT THINS KT,Kroger,"snacks, cookies, & chips"
13876,BAKING MIX,Kroger,baking
13877,IDAHBUTTER HMSTYL,Publix,boxed meals
13878,ORGANIC CHIVES,Publix,"condiments, sauces & seasonings"
13879,ESSO SOUP,Kroger,canned goods & soups
13880,BBDYAMR BERRY,Kroger,beauty & grooming
13881,PUBLIX BLEACHH,Kroger,household essentials
13882,LRG EG,Kroger,dairy
13883,MR MDA SHAMROCK,Kroger,dairy
13884,PFRM GOLDFISHH PPC,Kroger,"snacks, cookies, & chips"
13885,2 FOR 159,Publix,not an item
13886,HTGFMLD SSG ROLL,Kroger,"meat, seafood, & poultry"
13887,SPAG,Kroger,grains & pasta
13888,E OLE TAQUITO,Publix,frozen foods
13889,PUBLIX LENTILS,Kroger,produce
13890,SANITIZER,Kroger,beauty & grooming
13891,ICEHOUSE,Kroger,beer
13892,DALES STEAK SAUCE,Kroger,"condiments, sauces & seasonings"
13893,ORR PASTASIDE,Kroger,grains & pasta
13894,CTPR LITTER PPC,Kroger,pets
13895,PBX MOZZ STRIING CHH,Publix,dairy
13896,STARKISTTUNA PPC,Kroger,canned goods & soups
13897,KRO JUST FRUIT,Kroger,canned goods & soups
13898,SON BREAST,Kroger,"meat, seafood, & poultry"
13899,EACHMONTH,Publix,not an item
13900,CHK CORDON BLEU,Kroger,frozen foods
13901,PPUBLIX MILKKWHOLE,Publix,dairy
13902,LOSS,Kroger,health & wellness
13903,PUB 16 0Z PRTY CUP,Publix,household essentials
13904,PICANA,Kroger,beverages
13905,0M LABL UPLD HAM,Publix,deli
13906,JUNE FUEL POINIS REMAINING,Kroger,not an item
13907,WW ANYTIME SELECTI,Publix,frozen foods
13908,HNGMFZ MEAL,Kroger,frozen foods
13909,WT ORANGE SKIN YAMS,Kroger,produce
13910,KRO WORCESTSHR SCE,Kroger,"condiments, sauces & seasonings"
13911,LIIMIITONE 50 FUEL PTTBONUS PER 7,Kroger,not an item
13912,SARA LEE CHEESECAK,Kroger,frozen foods
13913,AVINGS 1,Kroger,not an item
13914,CREST BKSODA TP,Kroger,health & wellness
13915,PRSL PROSCIUTTO,Kroger,deli
13916,11G 2 FOR 500,Kroger,not an item
13917,EARN 50,Kroger,not an item
13918,ONION YELLOW DICED,Kroger,produce
13919,BAANCE 0,Kroger,not an item
13920,COLG PLUS THBRUSHPC,Kroger,health & wellness
13921,DRY DTRG,Kroger,household essentials
13922,WT BEANSGREEN,Kroger,produce
13923,WT BANANA RGNC,Kroger,produce
13924,HUNTDICE TOMATNS,Publix,canned goods & soups
13925,FAULTLESS STARCH,Kroger,household essentials
13926,KR MARGARINE,Kroger,dairy
13927,KRSTZ BAN NUTMFFN,Publix,baking
13928,WTT LETTUCE LEAF,Publix,produce
13929,WT SUASH YLW,Kroger,produce
13930,KKNDOO WIPES,Kroger,baby & kids
13931,VIT D WHLMILKPC,Kroger,dairy
13932,KRO STORAGEEBAG,Kroger,household essentials
13933,WT APL CRIPPS PIINK,Kroger,produce
13934,NEAREST PARTICIPATING,Kroger,not an item
13935,MARIES RANCH DRESS,Publix,"condiments, sauces & seasonings"
13936,CACQ PORK CHORIZO,Kroger,"meat, seafood, & poultry"
13937,KKRO LRG EGG C,Kroger,dairy
13938,HORM COMPLEATS CHK,Publix,frozen foods
13939,SQUASH CALABAZA,Publix,produce
13940,PPLE GALAA,Kroger,produce
13941,DDIXIE PLATES,Publix,household essentials
13942,PLAIT OGURT PPC,Kroger,dairy
13943,PRSL BWN TKY,Kroger,"meat, seafood, & poultry"
13944,SNK CKE,Kroger,"snacks, cookies, & chips"
13945,KROGER FREEZER BAGPC,Publix,household essentials
13946,FBRZ NTCBLES,Kroger,household essentials
13947,N TOTINO,Kroger,frozen foods
13948,PRDU CHHICKEN,Kroger,"meat, seafood, & poultry"
13949,LIPTON DECAF TEA,Publix,beverages
13950,RTS BABY WIPES,Kroger,baby & kids
13951,SUAVEBODYWASHH,Publix,beauty & grooming
13952,KRO WHL WHTPOTATO,Kroger,bakery
13953,WT DANJOU ORG,Kroger,produce
13954,TUCE HRTS,Kroger,produce
13955,SINGLES AMERC,Kroger,dairy
13956,MM SANDWICH,Publix,frozen foods
13957,DELI SANDWCH,Kroger,deli
13958,RSTA BEANS,Kroger,canned goods & soups
13959,RD SUMMER FUET 2X PTS,Kroger,not an item
13960,2F0 40,Publix,not an item
13961,CBADMMAC,Kroger,canned goods & soups
13962,SPAM LITE,Publix,canned goods & soups
13963,5 FOR 550,Publix,not an item
13964,LEAFY ROMAINE,Kroger,produce
13965,EFFECTIVE AUSUST,Kroger,not an item
13966,TORT BUR,Kroger,bakery
13967,HTGF TKY SMKD,Kroger,"meat, seafood, & poultry"
13968,LIB BRUSH,Kroger,household essentials
13969,B C PASTA SALAD,Kroger,deli
13970,NIES MAC,Kroger,grains & pasta
13971,FAVINGS,Kroger,not an item
13972,KKNORR ASIAN SIDE,Kroger,grains & pasta
13973,FRITO NUTS,Kroger,"snacks, cookies, & chips"
13974,PUMPKIN MUFFINS,Publix,bakery
13975,MRS TPIEROGIES,Kroger,frozen foods
13976,KRO FRUIT BOWL PPC,Kroger,canned goods & soups
13977,SWAI FILLETS,Kroger,frozen foods
13978,SPKLN ICEEWATER PPC,Publix,beverages
13979,ER SVINGS,Kroger,not an item
13980,KRO TURKEY PPC,Kroger,deli
13981,ST SWEET SALAMI,Kroger,deli
13982,AZOR,Kroger,beauty & grooming
13983,BBANQ CHCKN PATTIESPC,Kroger,frozen foods
13984,TOFUTTI CREAM CHS,Kroger,dairy
13985,1 4 FOR 700,Kroger,not an item
13986,KKRO CHEESE BITS,Kroger,dairy
13987,FAIRLFRFMILK,Kroger,dairy
13988,DIETT7UP,Kroger,beverages
13989,2 299,Publix,not an item
13990,N CAN MLK,Kroger,dairy
13991,LITTER,Kroger,pets
13992,CBADMAC,Kroger,grains & pasta
13993,BBL CHEESE,Kroger,dairy
13994,PSST CHICK RICE,Kroger,canned goods & soups
13995,ENCHLDA SCE,Kroger,"condiments, sauces & seasonings"
13996,MM MEGA PLAIN,Publix,candy & gum
13997,DISCOUNT NOT AVALLABLE IN,Kroger,not an item
13998,TRDNT SPRMNT,Kroger,dairy
13999,S PUFFS,Kroger,household essentials
14000,OV GRASSMILK HG,Publix,dairy
14001,NCE CRACKERS,Kroger,"snacks, cookies, & chips"
14002,PARAGUS,Kroger,produce
14003,BRHD BBY SWS,Kroger,deli
14004,FSBBALDDUE,Kroger,not an item
14005,OGER S4VINGS,Kroger,not an item
14006,LNFGRK CRUNCH,Publix,dairy
14007,TURKEY HILLOR SHELLOON 1,Kroger,"meat, seafood, & poultry"
14008,PEPPER RINGS,Publix,produce
14009,S FUN SIZE,Kroger,candy & gum
14010,NATVAL,Kroger,"snacks, cookies, & chips"
14011,0S CRAISINSPOMEGR,Publix,produce
14012,TDDOUGHNUT,Kroger,bakery
14013,EGGO FRENCHHTOAST,Kroger,frozen foods
14014,PEPPER HABANERO,Publix,produce
14015,BBTR MD CHIPS PPC,Kroger,"snacks, cookies, & chips"
14016,MPKI FILLET,Kroger,"meat, seafood, & poultry"
14017,0RE0 DOUBLE STUFF,Publix,"snacks, cookies, & chips"
14018,PBX CC THK CUT BCN,Publix,"meat, seafood, & poultry"
14019,1 1 10 FOR 650,Publix,not an item
14020,DIISC,Kroger,not an item
14021,EFFECTIVE AUUST 23,Publix,not an item
14022,VAN YOGURT,Kroger,dairy
14023,TYSN CKN BRST HN,Kroger,frozen foods
14024,SSG ROLL,Kroger,"meat, seafood, & poultry"
14025,BBELVITABBISCUITS,Kroger,breakfast & cereal
14026,PPREGO ITAL ALFREDO,Publix,"condiments, sauces & seasonings"
14027,MINUTE RICE WHITE,Kroger,grains & pasta
14028,RD RICE DRINK ORIG,Publix,dairy
14029,LLLIMIT ONE 50 FUEL PT BONUS PER,Kroger,not an item
14030,NAB HND SNK AMRCN,Publix,"snacks, cookies, & chips"
14031,TERRA VEG CHIPS,Publix,"snacks, cookies, & chips"
14032,KKNOR CHKN BLLN,Kroger,canned goods & soups
14033,HRAMENNNOODLE,Kroger,canned goods & soups
14034,PERM BUNS,Kroger,bakery
14035,Q ROOTBEER,Kroger,beverages
14036,PBX CHKNWINGS,Publix,frozen foods
14037,BBHGENOA SALAMI NC,Publix,deli
14038,CKPF MTBALLS PPC,Kroger,frozen foods
14039,EASY CHEZ AMERICAN,Publix,"snacks, cookies, & chips"
14040,S KOERSWKS,Kroger,not an item
14041,KKRO SPKLG WATER PPC,Kroger,beverages
14042,KRO SAUSAGE PATTY,Kroger,"meat, seafood, & poultry"
14043,10X EMPLOYEE DISC,Kroger,not an item
14044,VELVEETA CHS PPC,Kroger,dairy
14045,Q NRTHN ULTRAPLSHH,Kroger,household essentials
14046,DDING MIX,Kroger,"snacks, cookies, & chips"
14047,TRKSTTUNA,Kroger,canned goods & soups
14048,PS GENOA SALAMI CKPC,Kroger,deli
14049,NNNOODLE,Kroger,grains & pasta
14050,STO ORGANIIC BEANS,Kroger,canned goods & soups
14051,BREAST BLSL,Kroger,"meat, seafood, & poultry"
14052,K0000IZZA,Kroger,frozen foods
14053,L KRAVE,Kroger,breakfast & cereal
14054,PFPRETZELGOLDFSHH,Publix,"snacks, cookies, & chips"
14055,KKRODRESSING PPC,Kroger,"condiments, sauces & seasonings"
14056,AMEX PURCHAE,Kroger,not an item
14057,MICH CHSBRG,Kroger,frozen foods
14058,BAI WATERMELON,Kroger,beverages
14059,E SAVINGS,Kroger,not an item
14060,PAYMENT AMOUNT,Safeway,not an item
14061,RESERS MASHED POT,Publix,boxed meals
14062,0M SELECTS BFSSG,Publix,"meat, seafood, & poultry"
14063,GER EAVINGS,Kroger,not an item
14064,V PICKLES,Kroger,"condiments, sauces & seasonings"
14065,ISCUIT,Kroger,"snacks, cookies, & chips"
14066,PPASTARONI,Kroger,grains & pasta
14067,BUFFALO TENDERS,Publix,frozen foods
14068,MASTERCARD PURCHAS,Publix,not an item
14069,QLIVES,Kroger,"condiments, sauces & seasonings"
14070,C00L WHIP FF,Publix,dairy
14071,GATORADE 1,Kroger,beverages
14072,SAVE P,Kroger,not an item
14073,HOSTCCUPCAKE,Kroger,"snacks, cookies, & chips"
14074,SKINNY COW,Kroger,frozen foods
14075,H STX,Kroger,bakery
14076,GALAT SHELL 0N,Publix,grains & pasta
14077,RHLTHCH FZ ML,Kroger,frozen foods
14078,DELMNTFRUITBURSTSPC,Kroger,canned goods & soups
14079,UMMER FUEL 2X PTS,Kroger,not an item
14080,QUAKER OATS AT,Kroger,breakfast & cereal
14081,TURKEY HILLLOR SHELL 0N,Kroger,beverages
14082,PC KRO WATER,Kroger,beverages
14083,SMOOTHIE SHKRPC,Kroger,beverages
14084,VIIIT,Kroger,health & wellness
14085,HOFPOCKETS,Kroger,frozen foods
14086,BBIIG K LEMN LM SODAPC,Kroger,beverages
14087,TBBREAD,Kroger,bakery
14088,FRUIT GSHR,Kroger,"snacks, cookies, & chips"
14089,PUBLIX WHPNG CREAM,Publix,dairy
14090,L HAIR,Kroger,beauty & grooming
14091,QUAK CH DIPPTBT,Publix,"snacks, cookies, & chips"
14092,DWNY SCNTBBSTR,Kroger,household essentials
14093,KRO BACON LS RSTD,Kroger,"meat, seafood, & poultry"
14094,HORMEL NC 0R TKY,Kroger,"snacks, cookies, & chips"
14095,BAYER ASPIRN,Kroger,health & wellness
14096,AID DRNK MX,Publix,beverages
14097,RMFD BAKING POWDER,Kroger,baking
14098,PRSL ROAST BEEF,Kroger,"meat, seafood, & poultry"
14099,PFRM PMPKN SWIRL,Kroger,bakery
14100,1 4F0R 500,Kroger,not an item
14101,ONE 0F 1100,Publix,not an item
14102,KRO CHKN FRY,Kroger,frozen foods
14103,DDR MCDOUGALL SOUP,Publix,canned goods & soups
14104,KRO AUGRTN POTO,Kroger,boxed meals
14105,LIIMITTONE 50 FUEL PTBONUS PER 7,Kroger,not an item
14106,PRSL SWS CHS GNG PPC,Kroger,dairy
14107,LIPTON ONIONMUSHH,Publix,canned goods & soups
14108,CLGHT PEACH TEA,Publix,beverages
14109,KROCCHEESE,Kroger,dairy
14110,CTMG AIR CARE,Kroger,household essentials
14111,YOPOAITYOGURT,Kroger,dairy
14112,NERDS RAINBOW,Kroger,candy & gum
14113,KKROGER SAVNS,Kroger,not an item
14114,KRO DECAF COFFEE,Kroger,beverages
14115,MR GIFTCARD,Kroger,gift cards
14116,WRCSTSHR SAUCE,Kroger,"condiments, sauces & seasonings"
14117,TOTTAL NUMBER 0F,Kroger,not an item
14118,BBURPEE SEEDS,Kroger,produce
14119,N DEW KCKST,Kroger,beverages
14120,SWIPED 5,Kroger,not an item
14121,PRSL MUSHRM,Kroger,produce
14122,THERAFLU,Kroger,health & wellness
